"id","name","course_url","description","provenance","image_url","special_id","subject"
"csr00049","Data Structures","http://www.coursera.org/specializations/data-structures-algorithms","A good algorithm usually comes together with a set of good data structures that allow  the algorithm to manipulate the data efficiently. , we consider the common data structures that are used in various computational problems. You wi... moreYou can choose to take  only. Learn more.","Wesleyan University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Wesleyan_DataAnalysis_Istock41296982.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00009",""
"csr00050","Algorithms on Graphs","http://www.coursera.org/specializations/data-structures-algorithms","If you have ever used a navigation service to find optimal route and estimate time to  destination, you've used algorithms on graphs. Graphs arise in various real-world situations as there are road networks, computer networks and, most recently... moreYou can choose to take  only. Learn more.","Wesleyan University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Wesleyan_DataAnalysis_Istock41296982.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00009",""
"csr00051","Algorithms on Strings","http://www.coursera.org/specializations/data-structures-algorithms","World and internet is full of textual information. We search for information using  textual queries, we read websites, books, e-mails. All those are strings from the point of view of computer science. To make sense of all that information and mak... moreYou can choose to take  only. Learn more.","Wesleyan University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Wesleyan_DataAnalysis_Istock41296982.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00009",""
"csr00052","Advanced Algorithms and Complexity","http://www.coursera.org/specializations/data-structures-algorithms","You've learned the basic algorithms now and are ready to step into the area of more  complex problems and algorithms to solve them. Advanced algorithms build upon basic ones and use new ideas. We will start with networks flows which are used in more... moreYou can choose to take  only. Learn more.","Wesleyan University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Wesleyan_DataAnalysis_Istock41296982.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00009",""
"csr00053","Genome Assembly Programming Challenge","http://www.coursera.org/specializations/data-structures-algorithms","About the Capstone ProjectIn Spring 2011, thousands of people in Germany were hospitalized with a deadly disease  that started as food poisoning with bloody diarrhea and often led to kidney failure. It was the beginning of the deadliest outbreak in recent history, caused by a my... moreYou can choose to take  only. Learn more.","Wesleyan University","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Wesleyan_DataAnalysis_Istock41296982.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00009",""
"csr00054","A Crash Course in Data Science","http://www.coursera.org/specializations/executive-data-science","By now you have definitely heard about data science and big data. In this one-week  class, we will provide a crash course in what these terms mean and how they play a role in successful organizations. This class is for anyone who wants to learn what... moreYou can choose to take  only. Learn more.","Yandex","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8c/7d9d20a14411e7843ef75e19b675b3/Yandex-466_______________7.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00010",""
"csr00055","Building a Data Science Team","http://www.coursera.org/specializations/executive-data-science","Data science is a team sport. As a data science executive it is your job to recruit,  organize, and manage the team to success. In this one-week course, we will cover how you can find the right people to fill out your data science team, how to organ... moreYou can choose to take  only. Learn more.","Yandex","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8c/7d9d20a14411e7843ef75e19b675b3/Yandex-466_______________7.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00010",""
"csr00056","Managing Data Analysis","http://www.coursera.org/specializations/executive-data-science","This one-week course describes the process of analyzing data and how to manage that  process. We describe the iterative nature of data analysis and the role of stating a sharp question, exploratory data analysis, inference, formal statistical m... moreYou can choose to take  only. Learn more.","Yandex","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8c/7d9d20a14411e7843ef75e19b675b3/Yandex-466_______________7.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00010",""
"csr00057","Data Science in Real Life","http://www.coursera.org/specializations/executive-data-science","Have you ever had the perfect data science experience? The data pull went perfectly.  There were no merging errors or missing data. Hypotheses were clearly defined prior to analyses. Randomization was performed for the treatment of interest. The analy... moreYou can choose to take  only. Learn more.","Yandex","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8c/7d9d20a14411e7843ef75e19b675b3/Yandex-466_______________7.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00010",""
"csr00058","Executive Data Science Capstone","http://www.coursera.org/specializations/executive-data-science","About the Capstone ProjectThe Executive Data Science Capstone, the specializations culminating project, is an  opportunity for people who have completed all four EDS courses to apply what they've learned to a real-world scenario developed in collaboration with Zillow, a dat... moreYou can choose to take  only. Learn more.","Yandex","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8c/7d9d20a14411e7843ef75e19b675b3/Yandex-466_______________7.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00010",""
"csr00059","Introduction to Genomic Technologies","http://www.coursera.org/specializations/genomic-data-science","introduces you to the basic biology of modern genomics and the experimental  tools that we use to measure it. We'll introduce the Central Dogma of Molecular Biology and cover how next-generation sequencing can be used to measure DNA, RNA, and ep... moreYou can choose to take  only. Learn more.","University of California, San Diego, Higher School of Economics","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00011",""
"csr00060","Genomic Data Science with Galaxy","http://www.coursera.org/specializations/genomic-data-science","Learn to use the tools that are available from the Galaxy Project. This is the second course in the Genomic Big Data Sci... moreYou can choose to take  only. Learn more.","University of California, San Diego, Higher School of Economics","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00011",""
"csr00061","Python for Genomic Data Science","http://www.coursera.org/specializations/genomic-data-science","This class provides an introduction to the Python programming language and the iPython notebook. This is the third course in the Genomic Big Data Science Specialization from Johns... moreYou can choose to take  only. Learn more.","University of California, San Diego, Higher School of Economics","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00011",""
"csr00062","Algorithms for DNA Sequencing","http://www.coursera.org/specializations/genomic-data-science","We will learn computational methods -- algorithms and data structures -- for analyzing  DNA sequencing data. We will learn a little about DNA, genomics, and how DNA sequencing is used.  We will use Python to implement key algorithms and data structure... moreYou can choose to take  only. Learn more.","University of California, San Diego, Higher School of Economics","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00011",""
"csr00063","Command Line Tools for Genomic Data Science","http://www.coursera.org/specializations/genomic-data-science","Introduces to the commands that you need to manage and analyze directories, files, and large sets of genomic data. This is the fourth course in the Genomic Big Data Science Specialization from Johns... moreYou can choose to take  only. Learn more.","University of California, San Diego, Higher School of Economics","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00011",""
"csr00064","Bioconductor for Genomic Data Science","http://www.coursera.org/specializations/genomic-data-science","Learn to use tools from the Bioconductor project to perform analysis of genomic data. This is the fifth course in the Genomic Big Data Specialization from Johns... moreYou can choose to take  only. Learn more.","University of California, San Diego, Higher School of Economics","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00011",""
"csr00065","Statistics for Genomic Data Science","http://www.coursera.org/specializations/genomic-data-science","An introduction to the statistics behind the most popular genomic data science projects. This is the sixth course in the Genomic Big Data Science Specialization from Johns... moreYou can choose to take  only. Learn more.","University of California, San Diego, Higher School of Economics","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00011",""
"csr00066","Genomic Data Science Capstone","http://www.coursera.org/specializations/genomic-data-science","About the Capstone ProjectIn this culminating project, you will deploy the tools and techniques that you've mastered over the course of the specialization. You'll work with a real data set to perform analyses and prepare a repo... moreYou can choose to take  only. Learn more.","University of California, San Diego, Higher School of Economics","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF","spc00011",""
